name,fuel,capacity,owner,cost,average_generation,annual_revenue,annual_operating_expense,annual_profit,payback_period,npv,roi,irr
Basin Bridge Farm,1,5,Sun Farming UK,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Sudforth Lane (Kellingley Solar Farm),1,5,First Renewable Developments/ Harworth Group,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Land South of Pogmore Spinney,1,5,Murex Energy,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Cressing Solar Farm (Phase 1),1,5,Octopus Investments,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Sherburn,1,5,Kingspan,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
North Wayton Farm,1,5,KS SPV21 Ltd,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
School Aycliffe,1,5,Lightsource Renewable Energy,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Short Hazel Solar Farm,1,5,Pearmat Solar,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Land East Of Wadbrook Farm,1,5,INRG Solar,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Land at Newlands Farm,1,5,British Solar Renewables,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Astley Solar Farm,1,5,Rockfire Capital,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Trowle Common,1,5,Low Carbon,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Park Wood Solar Farm,1,5,Solar Power Generation Limited,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Lindridge Farm,1,5,Sun Farming,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Misson Solar Farm,1,5,Novus,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Land at Pollington Airfield,1,5,Lightsource Renewable Energy,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Fambridge Road/Canewdon Road,1,5,UK Solar Assets (Alcor LS-SPV),7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Hill Farm,1,5,NESF (formerly Earthworm),7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Oulton Airfield Solar Farm (Phase 1),1,5,Solar Century/ Bluefield Solar,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Land of coal pit lane,1,5,Wirsol Energy/Island Green Power,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Moneystone Quarry Solar Farm (resubmission),1,5,SBC Renewables,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Causilgey Solar Farm,1,5,China Sunergy,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Royston Solar Farm (Phase 1) (a),1,5,Canadian Solar,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Ayshford Court Farm,1,5,AEE Renewables UK,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
South of Henley Hall,1,5,Kronos Solar (KS SPV39),7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
The Old Airfield,1,5,Lumicity,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
West Woodlands,1,5,Sunsave 24/ Vogt solar,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Blackwell Grange Solar Farm,1,5,Blackwell Grange Solar Farm Ltd (Conergy),7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Parkhill Solar Farm,1,5,Innova / Lark Energy,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Greaves Solar Farm,1,5,New Energy for the World,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Mill Farm (resubmission),1,5,Push Energy/ NextEnergy Solar Fund (NESF),7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Westfield Farm,1,5,Hive Energy/ Vogt Solar,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Averhill Farm,1,5,Lightsource Renewable Energy,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Land West Side of Axe and Cleaver Lane,1,5,Wessex Solar Energy,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Trefullock Solar Farm,1,5,Bosch Solar Energy,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Desford Solar Farm,1,5,Trina Solar,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Oakfield Farm,1,5,Renewable Source,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Flixborough Industrial Estate,1,5,NESF (formerly INRG Solar),7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Stantway Solar Farm,1,5,Mr P Walker,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Lower Venn Farm,1,5,New Energy for the World,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Holtwood Farm,1,5,Lightsource Renewable Energy,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Land at Sutor Farm,1,5,Elgin Energy EsCo,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Land at Gilley's Mill Dam,1,5,NextEnergy Solar Fund,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Eggington,1,5,,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Witches Solar Farm,1,5,Smarter Energy Solutions - Mr J Joannou - info@smarterenergysolutions.co.uk,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Manor Farm (Horton),1,5,Capital Stage,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Knottingley A,1,5,Envantage Renewables,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Jubilee Farm Barnby Moor,1,5,NESF (formerly Lark Energy),7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Yorkley Solar Park,1,5,Bee Green Solar,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Newton Downs Farm,1,5,Core Aries (Renewable Energy),7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Kentishes Solar Farm,1,5,Push Energy/ NextEnergy Solar Fund,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Woolbridge Solar Park,1,5,Good Energy Generation,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Land East of Lawn Lane,1,5,Lightsource Renewable Energy,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Parc Cynog,1,5,Vattenfall,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Llancadle Farm,1,5,Llancadle Solar Farm Ltd,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Hurst Farm,1,5,Bee Green Solar,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Oaklands Plantation,1,5,Eneco UK,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Northmoor,1,5,Lightsource Renewable Energy,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Westmill Farm - PV,1,5,Mr Adam Twine,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Tower Hayes Farm,1,5,Elgar Middleton,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Land North of Sandhutton Lane,1,5,Greencoat Capital,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Awre,1,5,,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Ravens Close,1,5,Tau Solar,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Cooper House Farm,1,5,Suncredit UK/ Vogt solar,7.5,7577.854671,1.515764384,0.189446367,1.326318017,5.654752406,18.14369456,241.9159275,5.676637101
Howton,1,4.99968,Low carbon Solar Partners,7.749504,7577.369689,1.515667388,0.189434242,1.326233146,5.843244098,18.14253354,234.1121901,5.364487605
Sywell (England),1,4.99928,Lark Energy,7.748884,7576.76346,1.515546142,0.189419087,1.326127056,5.84324403,18.14108225,234.1121928,5.364487714
Bake Farm Solar Park,1,4.99928,British Solar Renewables,7.748884,7576.76346,1.515546142,0.189419087,1.326127056,5.84324403,18.14108225,234.1121928,5.364487714
Newlands Farm Solar Park,1,4.99928,SUNSAVE 10 (FAREHAM) LTD 14 HIGH CROSS TRURO CORNWALL TR1 2AJ/ Vogt Solar,7.748884,7576.76346,1.515546142,0.189419087,1.326127056,5.84324403,18.14108225,234.1121928,5.364487714
Stragglethorpe,1,4.99928,Lightsource Renewable Energy,7.748884,7576.76346,1.515546142,0.189419087,1.326127056,5.84324403,18.14108225,234.1121928,5.364487714
Merston,1,4.999,Primrose Solar / Mongoose Energy,7.74845,7576.3391,1.51546127,0.189408478,1.326052793,5.843243982,18.14006635,234.1121948,5.36448779
Hill Hall Farm,1,4.99896,Lightsource Renewable Energy,7.748388,7576.278478,1.515449146,0.189406962,1.326042184,5.843243975,18.13992123,234.112195,5.364487801
Meadow Farm (Thorpe Lanton),1,4.998,,7.7469,7574.823529,1.515158156,0.189370588,1.325787568,5.843243811,18.13643815,234.1122016,5.364488064
Bolsovermoor Quarry,1,4.9979,Lightsource Renewable Energy,7.746745,7574.671972,1.515127844,0.189366799,1.325761045,5.843243794,18.13607532,234.1122023,5.364488091
Binsted,1,4.9979,Lightsource,7.746745,7574.671972,1.515127844,0.189366799,1.325761045,5.843243794,18.13607532,234.1122023,5.364488091
Safeguard Bradwall,1,4.997475,Lightsource Renewable Energy,7.74608625,7574.027855,1.514999021,0.189350696,1.325648325,5.843243722,18.13453334,234.1122052,5.364488207
Fields Farm (Agden),1,4.997475,Lightsource Renewable Energy,7.74608625,7574.027855,1.514999021,0.189350696,1.325648325,5.843243722,18.13453334,234.1122052,5.364488207
Crossways Solar Park,1,4.997,Vogt Solar,7.74535,7573.307958,1.514855042,0.189332699,1.325522343,5.843243641,18.13280994,234.1122084,5.364488337
Chilton Cantelo Solar Park,1,4.997,Mr Angus Macdonald,7.74535,7573.307958,1.514855042,0.189332699,1.325522343,5.843243641,18.13280994,234.1122084,5.364488337
Hadley Farm,1,4.99698,Lightsource Renewable Energy,7.745319,7573.277647,1.514848979,0.189331941,1.325517038,5.843243637,18.13273737,234.1122086,5.364488343
Ffos Las,1,4.9968,Mr Martyn Llewelyn,7.74504,7573.004844,1.514794419,0.189325121,1.325469298,5.843243607,18.13208429,234.1122098,5.364488392
Bentley Estate 2,1,4.99608,Bentley Motor Cars Ltd,7.743924,7571.913633,1.514576177,0.189297841,1.325278336,5.843243484,18.12947198,234.1122147,5.364488589
Chittering,1,4.9934,Abbey Properties Cambs,7.73977,7567.851903,1.513763831,0.189196298,1.324567533,5.843243026,18.11974838,234.1122331,5.364489323
Thornborough Grounds (England),1,4.9929,Lark Energy,7.738995,7567.094118,1.513612274,0.189177353,1.324434921,5.843242941,18.11793428,234.1122365,5.364489459
Cwrt Henllys,1,4.99252,Lightsource Renewable Energy,7.738406,7566.518201,1.51349709,0.189162955,1.324334135,5.843242876,18.11655556,234.1122391,5.364489564
Woden Park,1,4.992,Caerau Solar IQ,7.7376,7565.730104,1.513339471,0.189143253,1.324196218,5.843242787,18.11466889,234.1122427,5.364489706
Manor Farm Eggington,1,4.992,Low carbon Solar Partners,7.7376,7565.730104,1.513339471,0.189143253,1.324196218,5.843242787,18.11466889,234.1122427,5.364489706
Bedborough,1,4.991,Solstice Renewables Ltd,7.73605,7564.214533,1.513036357,0.189105363,1.323930993,5.843242616,18.11104068,234.1122495,5.36448998
Wilburton,1,4.99,Abbey Renewables,7.7345,7562.698962,1.512733242,0.189067474,1.323665768,5.843242445,18.10741247,234.1122564,5.364490254
Common Farm,1,4.99,Public Power Solutions/ Swindon Borough Council,7.7345,7562.698962,1.512733242,0.189067474,1.323665768,5.843242445,18.10741247,234.1122564,5.364490254
Ellough Solar Farm Phase Two,1,4.99,Lark Energy,7.7345,7562.698962,1.512733242,0.189067474,1.323665768,5.843242445,18.10741247,234.1122564,5.364490254
Bowden Lane Solar Park,1,4.9896,British Solar Renewables / NextEnergy Solar Fund (NESF),7.73388,7562.092734,1.512611997,0.189052318,1.323559678,5.843242376,18.10596118,234.1122591,5.364490364
Lee Moor,1,4.9873,Wanageeska,7.730315,7558.60692,1.511914834,0.188965173,1.322949661,5.843241982,18.0976163,234.1122749,5.364490995
Higher Hill Solar Park,1,4.9864,Solar Power Generation,7.72892,7557.242907,1.511642031,0.188931073,1.322710959,5.843241828,18.09435091,234.1122811,5.364491242
Church Farm - Slapton,1,4.9848,Lightsource Renewable Energy,7.72644,7554.817993,1.511157049,0.18887045,1.322286599,5.843241554,18.08854578,234.1122921,5.364491682
Cotgrave,1,4.9833,Anesco,7.724115,7552.544637,1.510702377,0.188813616,1.321888761,5.843241296,18.08310346,234.1123024,5.364492094
East Appleton,1,4.98,FIM Services (formerly Anesco),7.719,7547.543253,1.509702101,0.188688581,1.321013519,5.84324073,18.07113037,234.1123251,5.364493003
Stripe,1,4.98,FIM Services (formerly Anesco),7.719,7547.543253,1.509702101,0.188688581,1.321013519,5.84324073,18.07113037,234.1123251,5.364493003
Blue House,1,4.98,Anesco,7.719,7547.543253,1.509702101,0.188688581,1.321013519,5.84324073,18.07113037,234.1123251,5.364493003
Bodmin,1,4.97684,Solar Securities Group,7.714102,7542.754048,1.50874426,0.188568851,1.320175408,5.843240186,18.05966523,234.1123468,5.364493873
Askern,1,4.9737,Anesco,7.709235,7537.995156,1.507792481,0.188449879,1.319342602,5.843239646,18.04827265,234.1123685,5.36449474
30 Acres,1,4.965,Navitas Project,7.69575,7524.809689,1.505155388,0.188120242,1.317035146,5.843238145,18.01670723,234.1124286,5.364497146
Ashby,1,4.954,Primrose Solar,7.6787,7508.138408,1.501821132,0.18770346,1.314117671,5.843236239,17.97679692,234.112505,5.3645002
Fanny House,1,4.942,Primrose Solar,7.6601,7489.951557,1.498183761,0.187248789,1.310934972,5.84323415,17.93325841,234.1125887,5.364503547
Skylark,1,4.93885,Anesco,7.6552175,7485.177509,1.497228952,0.187129438,1.310099514,5.8432336,17.92182954,234.1126107,5.364504428
Nefyn (Tyddyn Cae),1,4.92154,Lightsource Renewable Energy,7.628387,7458.942976,1.491982045,0.186473574,1.305508471,5.843230566,17.85902524,234.1127323,5.364509292
Grange Farm Solar Farm,1,4.9,Anesco,7.595,7426.297578,1.485452966,0.185657439,1.299795526,5.843226759,17.7808736,234.1128848,5.364515392
Staining Wood Farm,1,4.9,Lightsource Renewable Energy,7.595,7426.297578,1.485452966,0.185657439,1.299795526,5.843226759,17.7808736,234.1128848,5.364515392
Lower End Farm,1,4.9,Good Energy Generation,7.595,7426.297578,1.485452966,0.185657439,1.299795526,5.843226759,17.7808736,234.1128848,5.364515392
Skegness Solar Park,1,4.9,Skegness Solar Park,7.595,7426.297578,1.485452966,0.185657439,1.299795526,5.843226759,17.7808736,234.1128848,5.364515392
Place Barton Farm,1,4.9,British Solar Renewables,7.595,7426.297578,1.485452966,0.185657439,1.299795526,5.843226759,17.7808736,234.1128848,5.364515392
Upper Pant-Ysgawen Farm/Crumlin,1,4.9,Suncredit UK,7.595,7426.297578,1.485452966,0.185657439,1.299795526,5.843226759,17.7808736,234.1128848,5.364515392
Woodlands Barton Solar Farm,1,4.9,Laurence Associates,7.595,7426.297578,1.485452966,0.185657439,1.299795526,5.843226759,17.7808736,234.1128848,5.364515392
Dale Farm,1,4.9,Solar Farm DFD,7.595,7426.297578,1.485452966,0.185657439,1.299795526,5.843226759,17.7808736,234.1128848,5.364515392
Stob House Farm,1,4.9,Anesco,7.595,7426.297578,1.485452966,0.185657439,1.299795526,5.843226759,17.7808736,234.1128848,5.364515392
Newport (Began Road),1,4.9,Eco Energy World,7.595,7426.297578,1.485452966,0.185657439,1.299795526,5.843226759,17.7808736,234.1128848,5.364515392
Ebbsfleet Farm Solar Farm,1,4.9,GKA Limited,7.595,7426.297578,1.485452966,0.185657439,1.299795526,5.843226759,17.7808736,234.1128848,5.364515392
Temple Normanton (England),1,4.89398,Lark Energy,7.585669,7417.173841,1.483628218,0.185429346,1.298198872,5.84322569,17.75903178,234.1129277,5.364517106
Grantham Solar Park,1,4.87872,British Solar Renewables,7.562016,7394.046228,1.479002696,0.184851156,1.29415154,5.843222966,17.7036653,234.1130368,5.364521471
Oak Cottage,1,4.8672,Anesco,7.54416,7376.586851,1.47551082,0.184414671,1.291096149,5.843220899,17.66186832,234.1131196,5.364524784
Wyld Meadow Solar Park,1,4.8384,Low Carbon Solar UK,7.49952,7332.938408,1.466781132,0.18332346,1.283457671,5.843215687,17.55737589,234.1133284,5.364533136
Crookedstone,1,4.83184,Lightsource Renewable Energy,7.489352,7322.996263,1.464792703,0.183074907,1.281717796,5.843214492,17.53357483,234.1133763,5.364535052
Mid Suffolk Home Solar Scheme,1,4.8,Mid Suffolk District Council,7.44,7274.740484,1.455141547,0.181868512,1.273273035,5.843208642,17.41805264,234.1136107,5.364544428
Morton Wood Farm,1,4.8,Sun & Soil,7.44,7274.740484,1.455141547,0.181868512,1.273273035,5.843208642,17.41805264,234.1136107,5.364544428
Red Hill Farm,1,4.8,Lightsource Renewable Energy,7.44,7274.740484,1.455141547,0.181868512,1.273273035,5.843208642,17.41805264,234.1136107,5.364544428
New Rendy Farm,1,4.8,TGC Renewables,7.44,7274.740484,1.455141547,0.181868512,1.273273035,5.843208642,17.41805264,234.1136107,5.364544428
Ryston Estate Solar Park,1,4.8,Lightsource Renewable Energy,7.44,7274.740484,1.455141547,0.181868512,1.273273035,5.843208642,17.41805264,234.1136107,5.364544428
Trethosa Farm Solar Park,1,4.8,Trethosa Solar Ltd,7.44,7274.740484,1.455141547,0.181868512,1.273273035,5.843208642,17.41805264,234.1136107,5.364544428
